breed,sex,category_simple,bmi_ref,bmi_ideal_min,bmi_ideal_max,puppy_adj_min,puppy_adj_max,senior_note,notes
Scottish Deerhound,U,sighthound,72.71468144044321,60,75,54.0,67.5,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Whippet,U,sighthound,52.78537091149025,60,75,54.0,67.5,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Boston Terrier,U,small_brachy,55.17451607986587,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Brussels Griffon,U,small_brachy,75.61436672967864,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Chinese Crested,U,small_brachy,54.8469387755102,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
French Bulldog,U,small_brachy,122.22222222222223,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Japanese Chin,U,small_brachy,52.083333333333336,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Lhasa Apso,U,small_brachy,96.83161267354929,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Pekingese,U,small_brachy,132.9639889196676,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Pug,U,small_brachy,85.61236623067776,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Shih Tzu,U,small_brachy,97.22222222222221,82,96,73.8,86.4,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Beagle (under 13 in),U,toy_small_general,78.05325987144168,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Bichon Frise,U,toy_small_general,92.55962976148093,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Border Terrier,U,toy_small_general,64.49879064767536,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Cairn Terrier,U,toy_small_general,80.26159334126041,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Cavalier King Charles Spaniel,U,toy_small_general,71.0506424792139,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Chihuahua,U,toy_small_general,73.46189164370982,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Coton de Tulear,U,toy_small_general,71.19971520113918,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Fox Terrier (Smooth),U,toy_small_general,56.888888888888886,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Fox Terrier (Wire),U,toy_small_general,56.888888888888886,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Havanese,U,toy_small_general,90.73433294886583,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Italian Greyhound,U,toy_small_general,35.102040816326536,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Jack Russell Terrier,U,toy_small_general,92.56198347107437,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Lakeland Terrier,U,toy_small_general,57.870370370370374,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Maltese,U,toy_small_general,75.71660356949704,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Manchester Terrier (Standard),U,toy_small_general,54.47844896651177,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Miniature Pinscher,U,toy_small_general,56.19834710743801,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Miniature Poodle,U,toy_small_general,73.46189164370982,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Miniature Schnauzer,U,toy_small_general,64.2791551882461,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Norfolk Terrier,U,toy_small_general,80.0,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Norwich Terrier,U,toy_small_general,80.0,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Papillon,U,toy_small_general,60.76388888888889,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Parson Russell Terrier,U,toy_small_general,58.8111741230834,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Pomeranian,U,toy_small_general,60.09070294784581,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Russell Terrier,U,toy_small_general,82.64462809917354,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Scottish Terrier,U,toy_small_general,135.27945888216445,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Shetland Sheepdog,U,toy_small_general,65.74141709276844,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Shiba Inu,F,toy_small_general,57.706355003652305,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Shiba Inu,M,toy_small_general,62.45890861275476,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Tibetan Spaniel,U,toy_small_general,81.36094674556212,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Toy Fox Terrier,U,toy_small_general,39.15035401915869,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Toy Poodle,U,toy_small_general,51.77514792899408,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
West Highland White Terrier,U,toy_small_general,113.20754716981129,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Xoloitzcuintli (Miniature),U,toy_small_general,51.821368693796664,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Xoloitzcuintli (Toy),U,toy_small_general,51.709278942832526,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
Yorkshire Terrier,U,toy_small_general,62.499999999999986,74,92,66.6,82.8,Usar banda adulto + BCS. Vigilar pérdida de masa muscular.,Entrada: raza + edad + peso (kg) + altura a la cruz (cm/m). BMI=kg/(m^2).
